quadrant,box,grid_id,ternary_group
Q3,"(11137, 21329, 11361, 21553)",49_95,Non-Tumor
Q3,"(11137, 21105, 11361, 21329)",49_94,Non-Tumor
Q3,"(11137, 20881, 11361, 21105)",49_93,Non-Tumor
Q3,"(11137, 20657, 11361, 20881)",49_92,Tumor
Q3,"(11137, 20433, 11361, 20657)",49_91,Tumor
Q3,"(11137, 20209, 11361, 20433)",49_90,Tumor
Q3,"(11137, 19985, 11361, 20209)",49_89,Tumor
Q3,"(11137, 19761, 11361, 19985)",49_88,Tumor
Q3,"(11137, 19537, 11361, 19761)",49_87,Tumor
Q3,"(11137, 19313, 11361, 19537)",49_86,Tumor
Q3,"(11137, 19089, 11361, 19313)",49_85,Tumor
Q3,"(11137, 18865, 11361, 19089)",49_84,Tumor
Q3,"(11137, 18641, 11361, 18865)",49_83,Tumor
Q3,"(11137, 18417, 11361, 18641)",49_82,Tumor
Q3,"(11137, 18193, 11361, 18417)",49_81,Tumor
Q3,"(11137, 17969, 11361, 18193)",49_80,Tumor
Q3,"(11137, 17745, 11361, 17969)",49_79,Tumor
Q3,"(11137, 17521, 11361, 17745)",49_78,Tumor
Q3,"(11137, 17297, 11361, 17521)",49_77,Tumor
Q3,"(11137, 17073, 11361, 17297)",49_76,Tumor
Q3,"(11137, 16849, 11361, 17073)",49_75,Tumor
Q3,"(11137, 16625, 11361, 16849)",49_74,Tumor
Q3,"(11137, 16401, 11361, 16625)",49_73,Tumor
Q3,"(11137, 16177, 11361, 16401)",49_72,Tumor
Q3,"(11137, 15953, 11361, 16177)",49_71,Tumor
Q3,"(11137, 15729, 11361, 15953)",49_70,Tumor
Q3,"(11137, 15505, 11361, 15729)",49_69,Tumor
Q3,"(11137, 15281, 11361, 15505)",49_68,Non-Tumor
Q3,"(11137, 15057, 11361, 15281)",49_67,Non-Tumor
Q3,"(11137, 14833, 11361, 15057)",49_66,Tumor
Q3,"(11137, 14609, 11361, 14833)",49_65,Tumor
Q3,"(11137, 14385, 11361, 14609)",49_64,Tumor
Q3,"(11137, 14161, 11361, 14385)",49_63,Non-Tumor
Q3,"(11137, 13937, 11361, 14161)",49_62,Non-Tumor
Q3,"(11137, 13713, 11361, 13937)",49_61,Tumor
Q3,"(11137, 13489, 11361, 13713)",49_60,Tumor
Q3,"(11137, 13265, 11361, 13489)",49_59,Tumor
Q3,"(11137, 13041, 11361, 13265)",49_58,Non-Tumor
Q3,"(11137, 12817, 11361, 13041)",49_57,Tumor
Q3,"(11137, 12593, 11361, 12817)",49_56,Non-Tumor
Q3,"(11137, 12369, 11361, 12593)",49_55,Non-Tumor
Q3,"(10913, 21329, 11137, 21553)",48_95,Tumor
Q3,"(10913, 21105, 11137, 21329)",48_94,Tumor
Q3,"(10913, 20881, 11137, 21105)",48_93,Non-Tumor
Q3,"(10913, 20657, 11137, 20881)",48_92,Tumor
Q3,"(10913, 20433, 11137, 20657)",48_91,Tumor
Q3,"(10913, 20209, 11137, 20433)",48_90,Tumor
Q3,"(10913, 19985, 11137, 20209)",48_89,Tumor
Q3,"(10913, 19761, 11137, 19985)",48_88,Tumor
Q3,"(10913, 19537, 11137, 19761)",48_87,Tumor
Q3,"(10913, 19313, 11137, 19537)",48_86,Tumor
Q3,"(10913, 19089, 11137, 19313)",48_85,Tumor
Q3,"(10913, 18865, 11137, 19089)",48_84,Tumor
Q3,"(10913, 18641, 11137, 18865)",48_83,Tumor
Q3,"(10913, 18417, 11137, 18641)",48_82,Tumor
Q3,"(10913, 18193, 11137, 18417)",48_81,Tumor
Q3,"(10913, 17969, 11137, 18193)",48_80,Tumor
Q3,"(10913, 17745, 11137, 17969)",48_79,Tumor
Q3,"(10913, 17521, 11137, 17745)",48_78,Tumor
Q3,"(10913, 17297, 11137, 17521)",48_77,Tumor
Q3,"(10913, 17073, 11137, 17297)",48_76,Tumor
Q3,"(10913, 16849, 11137, 17073)",48_75,Tumor
Q3,"(10913, 16625, 11137, 16849)",48_74,Tumor
Q3,"(10913, 16401, 11137, 16625)",48_73,Tumor
Q3,"(10913, 16177, 11137, 16401)",48_72,Tumor
Q3,"(10913, 15953, 11137, 16177)",48_71,Tumor
Q3,"(10913, 15729, 11137, 15953)",48_70,Tumor
Q3,"(10913, 15505, 11137, 15729)",48_69,Tumor
Q3,"(10913, 15281, 11137, 15505)",48_68,Tumor
Q3,"(10913, 15057, 11137, 15281)",48_67,Non-Tumor
Q3,"(10913, 14833, 11137, 15057)",48_66,Tumor
Q3,"(10913, 14609, 11137, 14833)",48_65,Tumor
Q3,"(10913, 14385, 11137, 14609)",48_64,Tumor
Q3,"(10913, 14161, 11137, 14385)",48_63,Non-Tumor
Q3,"(10913, 13937, 11137, 14161)",48_62,Non-Tumor
Q3,"(10913, 13713, 11137, 13937)",48_61,Tumor
Q3,"(10913, 13489, 11137, 13713)",48_60,Tumor
Q3,"(10913, 13265, 11137, 13489)",48_59,Non-Tumor
Q3,"(10913, 13041, 11137, 13265)",48_58,Non-Tumor
Q3,"(10913, 12817, 11137, 13041)",48_57,Non-Tumor
Q3,"(10913, 12593, 11137, 12817)",48_56,Non-Tumor
Q3,"(10913, 12369, 11137, 12593)",48_55,Non-Tumor
Q3,"(10689, 21553, 10913, 21777)",47_96,Tumor
Q3,"(10689, 21329, 10913, 21553)",47_95,Tumor
Q3,"(10689, 21105, 10913, 21329)",47_94,Tumor
Q3,"(10689, 20881, 10913, 21105)",47_93,Tumor
Q3,"(10689, 20657, 10913, 20881)",47_92,Tumor
Q3,"(10689, 20433, 10913, 20657)",47_91,Tumor
Q3,"(10689, 20209, 10913, 20433)",47_90,Tumor
Q3,"(10689, 19985, 10913, 20209)",47_89,Tumor
Q3,"(10689, 19761, 10913, 19985)",47_88,Tumor
Q3,"(10689, 19537, 10913, 19761)",47_87,Tumor
Q3,"(10689, 19313, 10913, 19537)",47_86,Tumor
Q3,"(10689, 19089, 10913, 19313)",47_85,Tumor
Q3,"(10689, 18865, 10913, 19089)",47_84,Tumor
Q3,"(10689, 18641, 10913, 18865)",47_83,Tumor
Q3,"(10689, 18417, 10913, 18641)",47_82,Tumor
Q3,"(10689, 18193, 10913, 18417)",47_81,Tumor
Q3,"(10689, 17969, 10913, 18193)",47_80,Tumor
Q3,"(10689, 17745, 10913, 17969)",47_79,Tumor
Q3,"(10689, 17521, 10913, 17745)",47_78,Tumor
Q3,"(10689, 17297, 10913, 17521)",47_77,Tumor
Q3,"(10689, 17073, 10913, 17297)",47_76,Tumor
Q3,"(10689, 16849, 10913, 17073)",47_75,Tumor
Q3,"(10689, 16625, 10913, 16849)",47_74,Tumor
Q3,"(10689, 16401, 10913, 16625)",47_73,Tumor
Q3,"(10689, 16177, 10913, 16401)",47_72,Tumor
Q3,"(10689, 15953, 10913, 16177)",47_71,Tumor
Q3,"(10689, 15729, 10913, 15953)",47_70,Tumor
Q3,"(10689, 15505, 10913, 15729)",47_69,Tumor
Q3,"(10689, 15281, 10913, 15505)",47_68,Tumor
Q3,"(10689, 15057, 10913, 15281)",47_67,Non-Tumor
Q3,"(10689, 14833, 10913, 15057)",47_66,Non-Tumor
Q3,"(10689, 14609, 10913, 14833)",47_65,Non-Tumor
Q3,"(10689, 14385, 10913, 14609)",47_64,Non-Tumor
Q3,"(10689, 14161, 10913, 14385)",47_63,Non-Tumor
Q3,"(10689, 13937, 10913, 14161)",47_62,Non-Tumor
Q3,"(10689, 13713, 10913, 13937)",47_61,Non-Tumor
Q3,"(10689, 13489, 10913, 13713)",47_60,Non-Tumor
Q3,"(10689, 13265, 10913, 13489)",47_59,Non-Tumor
Q3,"(10689, 13041, 10913, 13265)",47_58,Non-Tumor
Q3,"(10689, 12817, 10913, 13041)",47_57,Non-Tumor
Q3,"(10689, 12593, 10913, 12817)",47_56,Non-Tumor
Q3,"(10689, 12369, 10913, 12593)",47_55,Non-Tumor
Q3,"(10465, 21553, 10689, 21777)",46_96,Tumor
Q3,"(10465, 21329, 10689, 21553)",46_95,Tumor
Q3,"(10465, 21105, 10689, 21329)",46_94,Tumor
Q3,"(10465, 20881, 10689, 21105)",46_93,Tumor
Q3,"(10465, 20657, 10689, 20881)",46_92,Tumor
Q3,"(10465, 20433, 10689, 20657)",46_91,Tumor
Q3,"(10465, 20209, 10689, 20433)",46_90,Tumor
Q3,"(10465, 19985, 10689, 20209)",46_89,Tumor
Q3,"(10465, 19761, 10689, 19985)",46_88,Tumor
Q3,"(10465, 19537, 10689, 19761)",46_87,Tumor
Q3,"(10465, 19313, 10689, 19537)",46_86,Tumor
Q3,"(10465, 19089, 10689, 19313)",46_85,Tumor
Q3,"(10465, 18865, 10689, 19089)",46_84,Tumor
Q3,"(10465, 18641, 10689, 18865)",46_83,Tumor
Q3,"(10465, 18417, 10689, 18641)",46_82,Tumor
Q3,"(10465, 18193, 10689, 18417)",46_81,Tumor
Q3,"(10465, 17969, 10689, 18193)",46_80,Tumor
Q3,"(10465, 17745, 10689, 17969)",46_79,Tumor
Q3,"(10465, 17521, 10689, 17745)",46_78,Tumor
Q3,"(10465, 17297, 10689, 17521)",46_77,Tumor
Q3,"(10465, 17073, 10689, 17297)",46_76,Tumor
Q3,"(10465, 16849, 10689, 17073)",46_75,Tumor
Q3,"(10465, 16625, 10689, 16849)",46_74,Tumor
Q3,"(10465, 16401, 10689, 16625)",46_73,Tumor
Q3,"(10465, 16177, 10689, 16401)",46_72,Tumor
Q3,"(10465, 15953, 10689, 16177)",46_71,Tumor
Q3,"(10465, 15729, 10689, 15953)",46_70,Tumor
Q3,"(10465, 15505, 10689, 15729)",46_69,Tumor
Q3,"(10465, 15281, 10689, 15505)",46_68,Tumor
Q3,"(10465, 15057, 10689, 15281)",46_67,Non-Tumor
Q3,"(10465, 14833, 10689, 15057)",46_66,Non-Tumor
Q3,"(10465, 14609, 10689, 14833)",46_65,Non-Tumor
Q3,"(10465, 14385, 10689, 14609)",46_64,Non-Tumor
Q3,"(10465, 14161, 10689, 14385)",46_63,Non-Tumor
Q3,"(10465, 13937, 10689, 14161)",46_62,Non-Tumor
Q3,"(10465, 13713, 10689, 13937)",46_61,Non-Tumor
Q3,"(10465, 13489, 10689, 13713)",46_60,Non-Tumor
Q3,"(10465, 13265, 10689, 13489)",46_59,Non-Tumor
Q3,"(10465, 13041, 10689, 13265)",46_58,Non-Tumor
Q3,"(10465, 12817, 10689, 13041)",46_57,Non-Tumor
Q3,"(10465, 12593, 10689, 12817)",46_56,Non-Tumor
Q3,"(10465, 12369, 10689, 12593)",46_55,Tumor
Q3,"(10241, 21553, 10465, 21777)",45_96,Tumor
Q3,"(10241, 21329, 10465, 21553)",45_95,Tumor
Q3,"(10241, 21105, 10465, 21329)",45_94,Tumor
Q3,"(10241, 20881, 10465, 21105)",45_93,Tumor
Q3,"(10241, 20657, 10465, 20881)",45_92,Tumor
Q3,"(10241, 20433, 10465, 20657)",45_91,Tumor
Q3,"(10241, 20209, 10465, 20433)",45_90,Tumor
Q3,"(10241, 19985, 10465, 20209)",45_89,Tumor
Q3,"(10241, 19761, 10465, 19985)",45_88,Tumor
Q3,"(10241, 19537, 10465, 19761)",45_87,Tumor
Q3,"(10241, 19313, 10465, 19537)",45_86,Tumor
Q3,"(10241, 19089, 10465, 19313)",45_85,Tumor
Q3,"(10241, 18865, 10465, 19089)",45_84,Tumor
Q3,"(10241, 18641, 10465, 18865)",45_83,Tumor
Q3,"(10241, 18417, 10465, 18641)",45_82,Tumor
Q3,"(10241, 18193, 10465, 18417)",45_81,Tumor
Q3,"(10241, 17969, 10465, 18193)",45_80,Tumor
Q3,"(10241, 17745, 10465, 17969)",45_79,Tumor
Q3,"(10241, 17521, 10465, 17745)",45_78,Tumor
Q3,"(10241, 17297, 10465, 17521)",45_77,Tumor
Q3,"(10241, 17073, 10465, 17297)",45_76,Tumor
Q3,"(10241, 16849, 10465, 17073)",45_75,Tumor
Q3,"(10241, 16625, 10465, 16849)",45_74,Tumor
Q3,"(10241, 16401, 10465, 16625)",45_73,Tumor
Q3,"(10241, 16177, 10465, 16401)",45_72,Tumor
Q3,"(10241, 15953, 10465, 16177)",45_71,Tumor
Q3,"(10241, 15729, 10465, 15953)",45_70,Tumor
Q3,"(10241, 15505, 10465, 15729)",45_69,Tumor
Q3,"(10241, 15281, 10465, 15505)",45_68,Tumor
Q3,"(10241, 15057, 10465, 15281)",45_67,Non-Tumor
Q3,"(10241, 14833, 10465, 15057)",45_66,Non-Tumor
Q3,"(10241, 14609, 10465, 14833)",45_65,Tumor
Q3,"(10241, 14385, 10465, 14609)",45_64,Tumor
Q3,"(10241, 14161, 10465, 14385)",45_63,Non-Tumor
Q3,"(10241, 13937, 10465, 14161)",45_62,Non-Tumor
Q3,"(10241, 13713, 10465, 13937)",45_61,Non-Tumor
Q3,"(10241, 13489, 10465, 13713)",45_60,Non-Tumor
Q3,"(10241, 13265, 10465, 13489)",45_59,Non-Tumor
Q3,"(10241, 13041, 10465, 13265)",45_58,Tumor
Q3,"(10241, 12817, 10465, 13041)",45_57,Tumor
Q3,"(10241, 12593, 10465, 12817)",45_56,Tumor
Q3,"(10241, 12369, 10465, 12593)",45_55,Non-Tumor
Q3,"(10017, 21553, 10241, 21777)",44_96,Tumor
Q3,"(10017, 21329, 10241, 21553)",44_95,Tumor
Q3,"(10017, 21105, 10241, 21329)",44_94,Tumor
Q3,"(10017, 20881, 10241, 21105)",44_93,Tumor
Q3,"(10017, 20657, 10241, 20881)",44_92,Tumor
Q3,"(10017, 20433, 10241, 20657)",44_91,Tumor
Q3,"(10017, 20209, 10241, 20433)",44_90,Non-Tumor
Q3,"(10017, 19985, 10241, 20209)",44_89,Non-Tumor
Q3,"(10017, 19761, 10241, 19985)",44_88,Tumor
Q3,"(10017, 19537, 10241, 19761)",44_87,Tumor
Q3,"(10017, 19313, 10241, 19537)",44_86,Tumor
Q3,"(10017, 19089, 10241, 19313)",44_85,Tumor
Q3,"(10017, 18865, 10241, 19089)",44_84,Tumor
Q3,"(10017, 18641, 10241, 18865)",44_83,Tumor
Q3,"(10017, 18417, 10241, 18641)",44_82,Tumor
Q3,"(10017, 18193, 10241, 18417)",44_81,Tumor
Q3,"(10017, 17969, 10241, 18193)",44_80,Tumor
Q3,"(10017, 17745, 10241, 17969)",44_79,Tumor
Q3,"(10017, 17521, 10241, 17745)",44_78,Tumor
Q3,"(10017, 17297, 10241, 17521)",44_77,Tumor
Q3,"(10017, 17073, 10241, 17297)",44_76,Tumor
Q3,"(10017, 16849, 10241, 17073)",44_75,Tumor
Q3,"(10017, 16625, 10241, 16849)",44_74,Tumor
Q3,"(10017, 16401, 10241, 16625)",44_73,Tumor
Q3,"(10017, 16177, 10241, 16401)",44_72,Tumor
Q3,"(10017, 15953, 10241, 16177)",44_71,Tumor
Q3,"(10017, 15729, 10241, 15953)",44_70,Tumor
Q3,"(10017, 15505, 10241, 15729)",44_69,Tumor
Q3,"(10017, 15281, 10241, 15505)",44_68,Tumor
Q3,"(10017, 15057, 10241, 15281)",44_67,Tumor
Q3,"(10017, 14833, 10241, 15057)",44_66,Tumor
Q3,"(10017, 14609, 10241, 14833)",44_65,Tumor
Q3,"(10017, 14385, 10241, 14609)",44_64,Tumor
Q3,"(10017, 14161, 10241, 14385)",44_63,Tumor
Q3,"(10017, 13937, 10241, 14161)",44_62,Non-Tumor
Q3,"(10017, 13713, 10241, 13937)",44_61,Non-Tumor
Q3,"(10017, 13489, 10241, 13713)",44_60,Non-Tumor
Q3,"(10017, 13265, 10241, 13489)",44_59,Non-Tumor
Q3,"(10017, 13041, 10241, 13265)",44_58,Non-Tumor
Q3,"(10017, 12817, 10241, 13041)",44_57,Tumor
Q3,"(10017, 12593, 10241, 12817)",44_56,Tumor
Q3,"(10017, 12369, 10241, 12593)",44_55,Tumor
Q3,"(9793, 21553, 10017, 21777)",43_96,Tumor
Q3,"(9793, 21329, 10017, 21553)",43_95,Tumor
Q3,"(9793, 21105, 10017, 21329)",43_94,Tumor
Q3,"(9793, 20881, 10017, 21105)",43_93,Tumor
Q3,"(9793, 20657, 10017, 20881)",43_92,Tumor
Q3,"(9793, 20433, 10017, 20657)",43_91,Non-Tumor
Q3,"(9793, 20209, 10017, 20433)",43_90,Non-Tumor
Q3,"(9793, 19985, 10017, 20209)",43_89,Non-Tumor
Q3,"(9793, 19761, 10017, 19985)",43_88,Non-Tumor
Q3,"(9793, 19537, 10017, 19761)",43_87,Tumor
Q3,"(9793, 19313, 10017, 19537)",43_86,Tumor
Q3,"(9793, 19089, 10017, 19313)",43_85,Tumor
Q3,"(9793, 18865, 10017, 19089)",43_84,Tumor
Q3,"(9793, 18641, 10017, 18865)",43_83,Tumor
Q3,"(9793, 18417, 10017, 18641)",43_82,Tumor
Q3,"(9793, 18193, 10017, 18417)",43_81,Tumor
Q3,"(9793, 17969, 10017, 18193)",43_80,Tumor
Q3,"(9793, 17745, 10017, 17969)",43_79,Tumor
Q3,"(9793, 17521, 10017, 17745)",43_78,Tumor
Q3,"(9793, 17297, 10017, 17521)",43_77,Tumor
Q3,"(9793, 17073, 10017, 17297)",43_76,Tumor
Q3,"(9793, 16849, 10017, 17073)",43_75,Tumor
Q3,"(9793, 16625, 10017, 16849)",43_74,Tumor
Q3,"(9793, 16401, 10017, 16625)",43_73,Tumor
Q3,"(9793, 16177, 10017, 16401)",43_72,Tumor
Q3,"(9793, 15953, 10017, 16177)",43_71,Tumor
Q3,"(9793, 15729, 10017, 15953)",43_70,Tumor
Q3,"(9793, 15505, 10017, 15729)",43_69,Tumor
Q3,"(9793, 15281, 10017, 15505)",43_68,Tumor
Q3,"(9793, 15057, 10017, 15281)",43_67,Tumor
Q3,"(9793, 14833, 10017, 15057)",43_66,Tumor
Q3,"(9793, 14609, 10017, 14833)",43_65,Tumor
Q3,"(9793, 14385, 10017, 14609)",43_64,Tumor
Q3,"(9793, 14161, 10017, 14385)",43_63,Tumor
Q3,"(9793, 13937, 10017, 14161)",43_62,Non-Tumor
Q3,"(9793, 13713, 10017, 13937)",43_61,Tumor
Q3,"(9793, 13489, 10017, 13713)",43_60,Tumor
Q3,"(9793, 13265, 10017, 13489)",43_59,Tumor
Q3,"(9793, 13041, 10017, 13265)",43_58,Tumor
Q3,"(9793, 12817, 10017, 13041)",43_57,Tumor
Q3,"(9793, 12593, 10017, 12817)",43_56,Tumor
Q3,"(9793, 12369, 10017, 12593)",43_55,Tumor
Q3,"(9569, 21553, 9793, 21777)",42_96,Tumor
Q3,"(9569, 21329, 9793, 21553)",42_95,Tumor
Q3,"(9569, 21105, 9793, 21329)",42_94,Tumor
Q3,"(9569, 20881, 9793, 21105)",42_93,Tumor
Q3,"(9569, 20657, 9793, 20881)",42_92,Non-Tumor
Q3,"(9569, 20433, 9793, 20657)",42_91,Non-Tumor
Q3,"(9569, 20209, 9793, 20433)",42_90,Tumor
Q3,"(9569, 19985, 9793, 20209)",42_89,Tumor
Q3,"(9569, 19761, 9793, 19985)",42_88,Tumor
Q3,"(9569, 19537, 9793, 19761)",42_87,Non-Tumor
Q3,"(9569, 19313, 9793, 19537)",42_86,Non-Tumor
Q3,"(9569, 19089, 9793, 19313)",42_85,Tumor
Q3,"(9569, 18865, 9793, 19089)",42_84,Tumor
Q3,"(9569, 18641, 9793, 18865)",42_83,Tumor
Q3,"(9569, 18417, 9793, 18641)",42_82,Tumor
Q3,"(9569, 18193, 9793, 18417)",42_81,Tumor
Q3,"(9569, 17969, 9793, 18193)",42_80,Tumor
Q3,"(9569, 17745, 9793, 17969)",42_79,Tumor
Q3,"(9569, 17521, 9793, 17745)",42_78,Tumor
Q3,"(9569, 17297, 9793, 17521)",42_77,Tumor
Q3,"(9569, 17073, 9793, 17297)",42_76,Tumor
Q3,"(9569, 16849, 9793, 17073)",42_75,Tumor
Q3,"(9569, 16625, 9793, 16849)",42_74,Tumor
Q3,"(9569, 16401, 9793, 16625)",42_73,Tumor
Q3,"(9569, 16177, 9793, 16401)",42_72,Tumor
Q3,"(9569, 15953, 9793, 16177)",42_71,Tumor
Q3,"(9569, 15729, 9793, 15953)",42_70,Tumor
Q3,"(9569, 15505, 9793, 15729)",42_69,Tumor
Q3,"(9569, 15281, 9793, 15505)",42_68,Tumor
Q3,"(9569, 15057, 9793, 15281)",42_67,Tumor
Q3,"(9569, 14833, 9793, 15057)",42_66,Tumor
Q3,"(9569, 14609, 9793, 14833)",42_65,Tumor
Q3,"(9569, 14385, 9793, 14609)",42_64,Tumor
Q3,"(9569, 14161, 9793, 14385)",42_63,Tumor
Q3,"(9569, 13937, 9793, 14161)",42_62,Tumor
Q3,"(9569, 13713, 9793, 13937)",42_61,Tumor
Q3,"(9569, 13489, 9793, 13713)",42_60,Tumor
Q3,"(9569, 13265, 9793, 13489)",42_59,Tumor
Q3,"(9569, 13041, 9793, 13265)",42_58,Tumor
Q3,"(9569, 12817, 9793, 13041)",42_57,Tumor
Q3,"(9569, 12593, 9793, 12817)",42_56,Tumor
Q3,"(9569, 12369, 9793, 12593)",42_55,Tumor
Q3,"(9345, 21553, 9569, 21777)",41_96,Tumor
Q3,"(9345, 21329, 9569, 21553)",41_95,Tumor
Q3,"(9345, 21105, 9569, 21329)",41_94,Tumor
Q3,"(9345, 20881, 9569, 21105)",41_93,Tumor
Q3,"(9345, 20657, 9569, 20881)",41_92,Non-Tumor
Q3,"(9345, 20433, 9569, 20657)",41_91,Non-Tumor
Q3,"(9345, 20209, 9569, 20433)",41_90,Tumor
Q3,"(9345, 19985, 9569, 20209)",41_89,Tumor
Q3,"(9345, 19761, 9569, 19985)",41_88,Tumor
Q3,"(9345, 19537, 9569, 19761)",41_87,Tumor
Q3,"(9345, 19313, 9569, 19537)",41_86,Tumor
Q3,"(9345, 19089, 9569, 19313)",41_85,Tumor
Q3,"(9345, 18865, 9569, 19089)",41_84,Non-Tumor
Q3,"(9345, 18641, 9569, 18865)",41_83,Tumor
Q3,"(9345, 18417, 9569, 18641)",41_82,Tumor
Q3,"(9345, 18193, 9569, 18417)",41_81,Tumor
Q3,"(9345, 17969, 9569, 18193)",41_80,Tumor
Q3,"(9345, 17745, 9569, 17969)",41_79,Tumor
Q3,"(9345, 17521, 9569, 17745)",41_78,Tumor
Q3,"(9345, 17297, 9569, 17521)",41_77,Tumor
Q3,"(9345, 17073, 9569, 17297)",41_76,Tumor
Q3,"(9345, 16849, 9569, 17073)",41_75,Tumor
Q3,"(9345, 16625, 9569, 16849)",41_74,Tumor
Q3,"(9345, 16401, 9569, 16625)",41_73,Tumor
Q3,"(9345, 16177, 9569, 16401)",41_72,Tumor
Q3,"(9345, 15953, 9569, 16177)",41_71,Tumor
Q3,"(9345, 15729, 9569, 15953)",41_70,Tumor
Q3,"(9345, 15505, 9569, 15729)",41_69,Tumor
Q3,"(9345, 15281, 9569, 15505)",41_68,Tumor
Q3,"(9345, 15057, 9569, 15281)",41_67,Tumor
Q3,"(9345, 14833, 9569, 15057)",41_66,Tumor
Q3,"(9345, 14609, 9569, 14833)",41_65,Tumor
Q3,"(9345, 14385, 9569, 14609)",41_64,Tumor
Q3,"(9345, 14161, 9569, 14385)",41_63,Tumor
Q3,"(9345, 13937, 9569, 14161)",41_62,Tumor
Q3,"(9345, 13713, 9569, 13937)",41_61,Tumor
Q3,"(9345, 13489, 9569, 13713)",41_60,Tumor
Q3,"(9345, 13265, 9569, 13489)",41_59,Tumor
Q3,"(9345, 13041, 9569, 13265)",41_58,Tumor
Q3,"(9345, 12817, 9569, 13041)",41_57,Tumor
Q3,"(9345, 12593, 9569, 12817)",41_56,Tumor
Q3,"(9345, 12369, 9569, 12593)",41_55,Tumor
Q3,"(9121, 21553, 9345, 21777)",40_96,Non-Tumor
Q3,"(9121, 21329, 9345, 21553)",40_95,Tumor
Q3,"(9121, 21105, 9345, 21329)",40_94,Non-Tumor
Q3,"(9121, 20881, 9345, 21105)",40_93,Non-Tumor
Q3,"(9121, 20657, 9345, 20881)",40_92,Tumor
Q3,"(9121, 20433, 9345, 20657)",40_91,Tumor
Q3,"(9121, 20209, 9345, 20433)",40_90,Tumor
Q3,"(9121, 19985, 9345, 20209)",40_89,Tumor
Q3,"(9121, 19761, 9345, 19985)",40_88,Tumor
Q3,"(9121, 19537, 9345, 19761)",40_87,Tumor
Q3,"(9121, 19313, 9345, 19537)",40_86,Tumor
Q3,"(9121, 19089, 9345, 19313)",40_85,Tumor
Q3,"(9121, 18865, 9345, 19089)",40_84,Tumor
Q3,"(9121, 18641, 9345, 18865)",40_83,Tumor
Q3,"(9121, 18417, 9345, 18641)",40_82,Tumor
Q3,"(9121, 18193, 9345, 18417)",40_81,Tumor
Q3,"(9121, 17969, 9345, 18193)",40_80,Tumor
Q3,"(9121, 17745, 9345, 17969)",40_79,Tumor
Q3,"(9121, 17521, 9345, 17745)",40_78,Tumor
Q3,"(9121, 17297, 9345, 17521)",40_77,Tumor
Q3,"(9121, 17073, 9345, 17297)",40_76,Tumor
Q3,"(9121, 16849, 9345, 17073)",40_75,Tumor
Q3,"(9121, 16625, 9345, 16849)",40_74,Tumor
Q3,"(9121, 16401, 9345, 16625)",40_73,Tumor
Q3,"(9121, 16177, 9345, 16401)",40_72,Tumor
Q3,"(9121, 15953, 9345, 16177)",40_71,Tumor
Q3,"(9121, 15729, 9345, 15953)",40_70,Tumor
Q3,"(9121, 15505, 9345, 15729)",40_69,Tumor
Q3,"(9121, 15281, 9345, 15505)",40_68,Tumor
Q3,"(9121, 15057, 9345, 15281)",40_67,Tumor
Q3,"(9121, 14833, 9345, 15057)",40_66,Tumor
Q3,"(9121, 14609, 9345, 14833)",40_65,Tumor
Q3,"(9121, 14385, 9345, 14609)",40_64,Tumor
Q3,"(9121, 14161, 9345, 14385)",40_63,Tumor
Q3,"(9121, 13937, 9345, 14161)",40_62,Tumor
Q3,"(9121, 13713, 9345, 13937)",40_61,Tumor
Q3,"(9121, 13489, 9345, 13713)",40_60,Tumor
Q3,"(9121, 13265, 9345, 13489)",40_59,Tumor
Q3,"(9121, 13041, 9345, 13265)",40_58,Tumor
Q3,"(9121, 12817, 9345, 13041)",40_57,Tumor
Q3,"(9121, 12593, 9345, 12817)",40_56,Tumor
Q3,"(9121, 12369, 9345, 12593)",40_55,Tumor
Q3,"(8897, 21553, 9121, 21777)",39_96,Tumor
Q3,"(8897, 21329, 9121, 21553)",39_95,Tumor
Q3,"(8897, 21105, 9121, 21329)",39_94,Non-Tumor
Q3,"(8897, 20881, 9121, 21105)",39_93,Tumor
Q3,"(8897, 20657, 9121, 20881)",39_92,Tumor
Q3,"(8897, 20433, 9121, 20657)",39_91,Tumor
Q3,"(8897, 20209, 9121, 20433)",39_90,Tumor
Q3,"(8897, 19985, 9121, 20209)",39_89,Tumor
Q3,"(8897, 19761, 9121, 19985)",39_88,Tumor
Q3,"(8897, 19537, 9121, 19761)",39_87,Tumor
Q3,"(8897, 19313, 9121, 19537)",39_86,Tumor
Q3,"(8897, 19089, 9121, 19313)",39_85,Tumor
Q3,"(8897, 18865, 9121, 19089)",39_84,Tumor
Q3,"(8897, 18641, 9121, 18865)",39_83,Tumor
Q3,"(8897, 18417, 9121, 18641)",39_82,Tumor
Q3,"(8897, 18193, 9121, 18417)",39_81,Tumor
Q3,"(8897, 17969, 9121, 18193)",39_80,Tumor
Q3,"(8897, 17745, 9121, 17969)",39_79,Tumor
Q3,"(8897, 17521, 9121, 17745)",39_78,Tumor
Q3,"(8897, 17297, 9121, 17521)",39_77,Tumor
Q3,"(8897, 17073, 9121, 17297)",39_76,Tumor
Q3,"(8897, 16849, 9121, 17073)",39_75,Tumor
Q3,"(8897, 16625, 9121, 16849)",39_74,Tumor
Q3,"(8897, 16401, 9121, 16625)",39_73,Tumor
Q3,"(8897, 16177, 9121, 16401)",39_72,Tumor
